traj_id,head_xyz_final,head_rpy_final_deg,hand_xyz_final,hand_rpy_final_deg,min_head_goal_dist,min_hand_goal_dist,final_head_goal_dist,final_hand_goal_dist,vis_frac_head,vis_frac_hand,longest_invis_gap_head,longest_invis_gap_hand,t_since_view_to_grasp_h,t_since_view_to_grasp_d,grasp_success_step,overall_success,traj_length
/traj_11,[-2.01410532  1.27932835  0.2625339 ],[-128.64957927   44.64854364  150.6640396 ],[-1.71656656 -0.75094694  1.66068006],[-166.13733689   -1.48908671 -178.99857767],2.3885152339935303,2.40811824798584,2.400463581085205,2.5036733150482178,1.0,1.0,0,0,-183,-183,17,True,201
/traj_110,[0.64372957 0.61233985 1.48456573],[122.00882039 -23.18291852 -13.82441076],[1.15364373 0.43438771 1.144508  ],[159.56400575  15.17078356   6.865246  ],1.730110764503479,1.6821073293685913,1.730110764503479,1.6821073293685913,1.0,0.9054726368159204,0,173,-178,-178,22,False,201
/traj_111,[0.93105066 0.43062845 1.79766643],[121.10288658 -19.3864945  -11.324319  ],[1.48925698 0.35568607 1.22906232],[163.8971156   10.9649181   16.93811135],2.0350441932678223,1.8464453220367432,2.069758653640747,1.9634135961532593,1.0,0.8955223880597015,0,170,-178,-178,22,False,201
/traj_112,[1.1469543  0.78215963 1.24387956],[119.15359621   0.63093119   0.35192513],[1.249717   0.80565172 1.12945902],[171.64043416  14.02205041  36.1870628 ],1.8337022066116333,1.772606372833252,1.8640048503875732,1.8672292232513428,1.0,0.8258706467661692,0,158,-166,-166,34,True,201
/traj_113,[ 0.59814703  1.83059096 -0.69092804],[125.91509888  33.85802127  21.97523512],[-0.76716334  2.16923022  0.85960478],[176.135633    14.83002355  79.86797097],1.8618789911270142,2.1425230503082275,2.0460267066955566,2.4562206268310547,1.0,0.9950248756218906,0,181,-181,-181,19,True,201
/traj_114,[-0.3421638   1.91572893 -0.73085403],[-170.47799284   60.40249692  100.91874015],[-1.32900047  1.60371661  1.3142277 ],[-169.77201549    2.28950837  133.75908396],1.6464873552322388,1.6607364416122437,2.0787594318389893,2.462791681289673,1.0,0.7164179104477612,0,136,-142,-142,58,True,201
/traj_115,[-0.24042502  1.99891031 -0.96454757],[141.08317217  51.22538551  43.99759428],[-1.9916811   1.36879766  1.00386178],[178.01787757   9.90074948 116.03642143],2.120374917984009,2.459394931793213,2.2324423789978027,2.6168949604034424,1.0,1.0,0,0,-187,-187,13,True,201
/traj_116,[1.51610589 0.92410958 0.91469425],[120.00570648  13.03660545   7.42182957],[1.22975767 1.4269805  0.92334366],[177.56536679  16.14256426  58.28262212],1.9074636697769165,1.8083256483078003,1.9973034858703613,2.0978896617889404,1.0,0.8905472636815921,0,166,-175,-175,25,True,201
/traj_117,[-0.52123386  1.86804473 -0.66695654],[-163.08101306   59.38899091  109.46539944],[-1.21047294  1.51770794  1.4573462 ],[-164.65919017   -1.73130682  134.50323654],1.6525455713272095,1.744444727897644,2.05087947845459,2.427455425262451,1.0,0.8059701492537313,0,156,-161,-161,39,True,201
/traj_118,[-1.47069919  1.67404175 -0.5358488 ],[-165.362134     59.78843562  106.81683592],[-2.03191876  1.26730752  1.13842022],[-152.71883256   18.57276809  137.91013518],2.2167563438415527,2.4932878017425537,2.291834592819214,2.6515586376190186,1.0,1.0,0,0,-185,-185,15,False,201
/traj_119,[0.7828418  0.61462331 1.52282047],[121.80358207 -22.44826057 -13.32168064],[1.21872413 0.38557586 1.19433069],[164.5288876   11.79639831   9.04993581],1.6870683431625366,1.7083756923675537,1.8192265033721924,1.7493950128555298,1.0,0.9154228855721394,0,169,-179,-179,21,True,201
/traj_12,[ 0.74559164  1.72526968 -0.67670029],[156.42354615  60.98104564  63.47845372],[-0.45951712  2.27661109  0.59928048],[-158.25556784   16.87462258  123.88175144],1.6257437467575073,1.6544667482376099,1.997594952583313,2.3985936641693115,1.0,0.900497512437811,0,168,-178,-178,22,False,201
/traj_120,[0.99361682 0.70692301 1.35455632],[120.93965202 -18.65740522 -10.85538754],[1.35274684 0.65471637 1.01490092],[163.97501207  16.45768658  11.27717317],1.771256923675537,1.7823187112808228,1.8225908279418945,1.8134500980377197,1.0,0.900497512437811,0,167,-176,-176,24,True,201
/traj_121,[1.15026927 0.82220346 1.13522899],[119.18469994  -2.45434604  -1.37014756],[1.15231693 0.97661108 1.06769085],[173.24130039  14.18556219  38.56757935],1.7522505521774292,1.8123977184295654,1.8132519721984863,1.8497477769851685,1.0,0.8955223880597015,0,174,-184,-184,16,True,201
/traj_122,[ 0.26899254  2.08400726 -1.06065238],[127.83733308  37.41310941  25.26282877],[-1.45530188  2.01262665  1.1827879 ],[177.75621933   4.56189687  88.58120536],2.1777873039245605,2.543195962905884,2.353811025619507,2.7509193420410156,1.0,1.0,0,0,-185,-185,15,False,201
/traj_123,[1.09743798 1.4304285  0.09834161],[126.11319367  34.28708857  22.34233042],[0.24871831 1.79023027 1.04430568],[-175.70056913   12.72150587   84.2266245 ],1.5619961023330688,1.73487389087677,1.8055932521820068,2.0874288082122803,1.0,0.8059701492537313,0,153,-159,-159,41,True,201
/traj_124,[0.95682079 0.50328445 1.68433368],[120.16995986 -14.18174912  -8.10560674],[1.43230283 0.54506034 1.15995371],[166.42193932  13.96442653  26.71639153],1.8790466785430908,1.8257472515106201,2.0014448165893555,1.9219976663589478,1.0,0.900497512437811,0,170,-179,-179,21,False,201
/traj_125,[-1.08351386  1.72131002 -0.50616068],[-134.17258288   45.66076326  145.20649405],[-1.96439636  0.82767302  1.16616488],[-159.84396027    3.87604088  174.2506596 ],1.832764983177185,1.67587149143219,2.0959744453430176,2.429781198501587,1.0,0.9253731343283582,0,169,-175,-175,25,False,201
/traj_126,[1.15349221 1.4154017  0.12908149],[124.67354921  31.12796856  19.67709218],[0.34794438 1.81493688 0.99786478],[-173.98112233   14.09931334   81.10874786],1.5262199640274048,1.7491843700408936,1.8304557800292969,2.100189208984375,1.0,0.8059701492537313,0,155,-161,-161,39,False,201
/traj_127,[0.96143585 0.77105534 1.27273989],[119.25327337  -4.45129576  -2.48911188],[1.16153157 0.62255907 1.14770782],[176.39797437  12.72743317  34.2052348 ],1.716528058052063,1.747560739517212,1.771652340888977,1.747560739517212,1.0,0.9054726368159204,0,169,-178,-178,22,True,201
/traj_128,[-1.26843143  1.66595519 -0.39061654],[-134.04507377   45.52945971  145.38610667],[-1.73697019  0.81418324  1.5084759 ],[-157.93963662   -4.3203828   168.23747373],1.8406269550323486,1.725912094116211,2.1300015449523926,2.4403810501098633,1.0,0.9303482587064676,0,176,-181,-181,19,True,201
/traj_129,[ 0.57218206  1.86847317 -0.80561018],[125.77008385  33.56193622  21.71643931],[-1.1216296   2.13996768  0.74501187],[174.11077491  15.99286233  85.52108322],1.8711024522781372,2.1271543502807617,2.1136679649353027,2.528350591659546,1.0,1.0,0,0,-184,-184,16,True,201
/traj_13,[0.66857249 0.64953548 1.58267736],[118.49858007 -21.35381526 -11.18277339],[1.14356303 0.13987352 1.27606916],[169.04568081   9.46568847  11.25037681],1.7816623449325562,1.7192014455795288,1.836777925491333,1.7192014455795288,1.0,0.9104477611940298,0,170,-178,-178,22,True,201
/traj_130,[-0.74291754  1.93356371 -0.89424783],[157.3926541   58.15561856  63.88627925],[-1.97441161  1.28006709  1.16396534],[-169.75852968   11.78759391  124.76822584],2.0918850898742676,2.261141061782837,2.2561635971069336,2.6252024173736572,1.0,1.0,0,0,-186,-186,14,True,201
/traj_131,[-1.71361029  1.49312437 -0.09695596],[-139.49370197   50.13848025  138.05906848],[-1.77064073  0.01609011  1.73387671],[-162.81612883   -4.57894978  165.03733738],2.2749245166778564,2.3154232501983643,2.2749245166778564,2.4782567024230957,0.9651741293532339,1.0,193,0,-173,-173,27,True,201
/traj_132,[1.26903701 1.36391604 0.17774439],[121.97093806  23.07704633  13.74752953],[0.62785912 1.84520853 0.84053731],[-178.3245308    18.82869475   65.12697369],1.6221786737442017,1.5443722009658813,1.871447205543518,2.122617483139038,1.0,0.43781094527363185,0,69,-77,-77,123,True,201
/traj_133,[1.26013827 0.74794471 1.25194907],[119.18963379   2.74141144   1.53051465],[1.2416501  1.01435816 1.08382714],[173.02391587  14.00734359  47.0528825 ],1.8089545965194702,1.626074194908142,1.9273678064346313,1.9352774620056152,1.0,0.8955223880597015,0,163,-174,-174,26,True,201
/traj_134,[-2.05862236  1.13282681  0.51589644],[-126.71697035   35.44251151  156.61148573],[-1.61912692 -0.62836111  1.77671087],[-163.51931709   -5.56705569 -176.38924407],2.402947425842285,2.425938844680786,2.405695676803589,2.484574556350708,0.9502487562189055,0.9800995024875622,191,174,-175,-175,25,True,201
/traj_135,[-0.70887464  1.81691122 -0.64631337],[-154.32199798   57.29274179  119.74337291],[-1.64983559  1.41344821  1.11219406],[-163.0652433     8.14898027  146.78847303],1.6843045949935913,1.6980503797531128,2.0546021461486816,2.4406492710113525,1.0,0.7313432835820896,0,138,-144,-144,56,True,201
/traj_136,[-0.57012606  1.99712038 -0.97564602],[147.67821674  54.7928089   52.2473276 ],[-2.03969812  1.37137914  1.0610652 ],[-176.232769     11.84193854  118.0061954 ],2.165234327316284,2.208407163619995,2.294650077819824,2.6771082878112793,1.0,1.0,0,0,-187,-187,13,True,201
